normalized_term,source_types,source_storefronts,source_platforms,source_record_counts,source_sweep_status,kickstart_rows,kickstart_current_ranks,kickstart_rank_trends,kickstart_difficulty_scores,kickstart_entry_barrier_scores,kickstart_evidence_window,apple_ads_query_countries,apple_ads_monthly_window,apple_ads_monthly_coverage,apple_ads_monthly_max_popularity_1to100,apple_ads_monthly_max_popularity_1to5,apple_ads_monthly_max_countries,apple_ads_monthly_max_genres,apple_ads_monthly_genres_reportable,apple_ads_monthly_reportable,apple_ads_weekly_window,apple_ads_weekly_coverage,apple_ads_weekly_max_popularity_1to100,apple_ads_weekly_max_popularity_1to5,apple_ads_weekly_max_countries,apple_ads_weekly_max_genres,apple_ads_weekly_genres_reportable,apple_ads_weekly_reportable,intent_fit_evidence,storefront_search_evidence,title_context,proposed_en_us_keyword_pack,proposed_pack_status,final_decision,rationale_caveat,evidence_date,source_artifacts
private card manager,US_search_candidate,US,iOS,US_search_candidate=1,not-source-current-pending,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,US search=compound/high; role=direct,US public supply=39; Holder=unranked,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,keyword-test,"plausible future discovery candidate with product fit, but current evidence is not enough to add it to the full 99-byte pack. US public supply=39; Holder=unranked. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;us/query-matrix.json
private card vault,Kickstart;IN_CA_AU_search_candidate,US;IN;CA;AU,iOS,Kickstart=1;IN_CA_AU_search_candidate=3,not-source-current-pending,US/iOS:87,US/iOS=#182,US/iOS=unranked->#182 (entered; 2026-08-01..2026-08-26),US/iOS=3/5,US/iOS=3/5,2026-08-01..2026-08-26,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,"AU intent=High product fit, mixed with photo vault, TCG, and generic privacy tools; high entry barrier; label=Defer;CA intent=High product fit, mixed with photo vault, TCG, and generic privacy tools; label=Qualified easy;IN intent=High product fit, mixed with photo vault, TCG, and generic privacy tools; label=Qualified easy;Kickstart US/iOS: Secure/offline card-vault intent; strong product fit",AU public supply=184; public_pos=165; difficulty=27; barrier=52; Holder=#165;CA public supply=185; public_pos=unranked; difficulty=31; barrier=26; Holder=not ranked;IN public supply=64; public_pos=unranked; difficulty=11; barrier=10; Holder=not ranked,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,keyword-test,"plausible future discovery candidate with product fit, but current evidence is not enough to add it to the full 99-byte pack. IN public supply=64; public_pos=unranked; difficulty=11; barrier=10; Holder=not ranked. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,anglo-india/raw-query-matrix.csv;apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;kickstart/holder_keywords.json
private card wallet,US_search_candidate,US,iOS,US_search_candidate=1,not-source-current-pending,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,US search=privacy_offline/high; role=direct,US public supply=49; Holder=unranked,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,keyword-test,"plausible future discovery candidate with product fit, but current evidence is not enough to add it to the full 99-byte pack. US public supply=49; Holder=unranked. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;us/query-matrix.json
private vault cards,US_search_candidate,US,iOS,US_search_candidate=1,not-source-current-pending,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,US search=biometric_vault/high; role=direct,US public supply=49; Holder=unranked,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,keyword-test,"plausible future discovery candidate with product fit, but current evidence is not enough to add it to the full 99-byte pack. US public supply=49; Holder=unranked. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;us/query-matrix.json
rewards card wallet,US_search_candidate,US,iOS,US_search_candidate=1,not-source-current-pending,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,US search=id_membership_loyalty/medium; role=adjacent,US public supply=44; Holder=unranked,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,reject,rewards optimization is not a supported Holder feature. US public supply=44; Holder=unranked. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.,2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;us/query-matrix.json
save credit card info,US_search_candidate,US,iOS,US_search_candidate=1,not-source-current-pending,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,US search=core_job/high; role=direct,US public supply=47; Holder=unranked,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,keyword-test,"plausible future discovery candidate with product fit, but current evidence is not enough to add it to the full 99-byte pack. US public supply=47; Holder=unranked. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;us/query-matrix.json
scan card wallet,US_search_candidate,US,iOS,US_search_candidate=1,not-source-current-pending,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,US search=card_scanner/high; role=direct,US public supply=47; Holder=unranked,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,conversion-copy,"useful benefit or feature language for screenshots, promotional text, or description rather than a primary discovery target. US public supply=47; Holder=unranked. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;us/query-matrix.json
scan credit card,US_search_candidate,US,iOS,US_search_candidate=1,not-source-current-pending,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,US search=card_scanner/high; role=direct,US public supply=47; Holder=unranked,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,conversion-copy,"useful benefit or feature language for screenshots, promotional text, or description rather than a primary discovery target. US public supply=47; Holder=unranked. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;us/query-matrix.json
scan debit card,US_search_candidate,US,iOS,US_search_candidate=1,not-source-current-pending,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,US search=card_scanner/high; role=direct,US public supply=38; Holder=unranked,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,conversion-copy,"useful benefit or feature language for screenshots, promotional text, or description rather than a primary discovery target. US public supply=38; Holder=unranked. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;us/query-matrix.json
scanner,current_pending_en-US,US,iOS,current_pending_en-US=1,source-current-pending-en-US,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=matched;GB=matched;IN=matched;CA=matched;AU=matched;DE=matched;FR=matched,64,4,US,PRODUCTIVITY_UTILITIES,PRODUCTIVITY_UTILITIES,US=64/4/PRODUCTIVITY_UTILITIES#204;GB=57/3/PRODUCTIVITY_UTILITIES#409;IN=60/4/PRODUCTIVITY_UTILITIES#169;CA=63/4/PRODUCTIVITY_UTILITIES#109;AU=57/3/PRODUCTIVITY_UTILITIES#320;DE=59/3/PRODUCTIVITY_UTILITIES#323;FR=63/4/PRODUCTIVITY_UTILITIES#188,2026-08-16..2026-08-22 UTC,US=matched;GB=matched;IN=matched;CA=matched;AU=matched;DE=matched;FR=matched,61,4,US,PRODUCTIVITY_UTILITIES,PRODUCTIVITY_UTILITIES,US=61/4/PRODUCTIVITY_UTILITIES#217;GB=51/3/PRODUCTIVITY_UTILITIES#465;IN=56/3/PRODUCTIVITY_UTILITIES#172;CA=59/3/PRODUCTIVITY_UTILITIES#106;AU=54/3/PRODUCTIVITY_UTILITIES#264;DE=55/3/PRODUCTIVITY_UTILITIES#340;FR=57/3/PRODUCTIVITY_UTILITIES#223,source current pending en-US keyword field,null,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",source-current-term-conversion-copy,conversion-copy,"valid feature language, but card-scanner evidence is dominated by TCG, business-card, document, or identity-scanner intent. Apple Ads monthly max 64/100, weekly max 61/100; unmatched cells remain below-reporting-coverage; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json
scanner carte bancaire,FR_DE_GB_search_candidate,FR,iOS,FR_DE_GB_search_candidate=1,not-source-current-pending,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,FR intent=scanning/high; label=easy-demand-unknown,FR public supply=8; difficulty=33; barrier=0; Holder=unranked,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,localized-test-after-native-review,"valid feature language, but card-scanner evidence is dominated by TCG, business-card, document, or identity-scanner intent. FR public supply=8; difficulty=33; barrier=0; Holder=unranked. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;europe/keyword-matrix.csv
secure,proposed_en-US_keyword_field,US,iOS,proposed_en-US_keyword_field=1,proposed-only-current-local,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,proposed en-US pack standalone token; privacy/security benefit language fits Holder; exact Apple Ads gap sweep returned no reportable row in all seven queried countries,null,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",in-proposed-pack,keyword-keep,"Proposed pack standalone token for privacy/security benefit language that fits Holder; exact Apple Ads gap sweep returned no reportable row in any of the seven queried countries, so popularity remains unknown. Keep as a keyword building block and do not treat below coverage as zero demand.",2026-08-26,apple-ads/gap-closure-secure-keychain-wallet.csv;apple-ads/gap-closure-secure-keychain-wallet.json;apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;apple-ads/query-gap-au-monthly.json;apple-ads/query-gap-au-weekly.json;apple-ads/query-gap-ca-monthly.json;apple-ads/query-gap-ca-weekly.json;apple-ads/query-gap-de-monthly.json;apple-ads/query-gap-de-weekly.json;apple-ads/query-gap-fr-monthly.json;apple-ads/query-gap-fr-weekly.json;apple-ads/query-gap-gb-monthly.json;apple-ads/query-gap-gb-weekly.json;apple-ads/query-gap-in-monthly.json;apple-ads/query-gap-in-weekly.json;apple-ads/query-gap-us-monthly.json;apple-ads/query-gap-us-weekly.json;apple-ads/raw-gap-au-monthly.json;apple-ads/raw-gap-au-weekly.json;apple-ads/raw-gap-ca-monthly.json;apple-ads/raw-gap-ca-weekly.json;apple-ads/raw-gap-de-monthly.json;apple-ads/raw-gap-de-weekly.json;apple-ads/raw-gap-fr-monthly.json;apple-ads/raw-gap-fr-weekly.json;apple-ads/raw-gap-gb-monthly.json;apple-ads/raw-gap-gb-weekly.json;apple-ads/raw-gap-in-monthly.json;apple-ads/raw-gap-in-weekly.json;apple-ads/raw-gap-us-monthly.json;apple-ads/raw-gap-us-weekly.json
secure card keeper,Kickstart,US,iOS,Kickstart=1,not-source-current-pending,US/iOS:88,US/iOS=#48,US/iOS=#44->#48 (dropped; 2026-08-01..2026-08-26),US/iOS=3/5,US/iOS=5/5,2026-08-01..2026-08-26,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,Kickstart US/iOS: Secure/offline card-vault intent; strong product fit,null,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,monitor,retain as a tracked signal without changing the proposed pack; rank or adjacent intent is informative but not a demand measure. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.,2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;kickstart/holder_keywords.json
secure card scanner,Kickstart,US,iOS,Kickstart=1,not-source-current-pending,US/iOS:89,US/iOS=unranked,US/iOS=no rank history,US/iOS=4/5,US/iOS=5/5,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,Kickstart US/iOS: Card scanning intent; aligned with Holder's on-device scanner,null,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,conversion-copy,"valid feature language, but card-scanner evidence is dominated by TCG, business-card, document, or identity-scanner intent. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;kickstart/holder_keywords.json
secure card storage,US_search_candidate;FR_DE_GB_search_candidate,US;GB,iOS,US_search_candidate=1;FR_DE_GB_search_candidate=1,not-source-current-pending,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,GB intent=privacy/offline/high; label=defend;US search=privacy_offline/high; role=direct,GB public supply=167; difficulty=42; barrier=52; Holder=82;US public supply=45; Holder=#31,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,monitor,retain as a tracked signal without changing the proposed pack; rank or adjacent intent is informative but not a demand measure. US public supply=45; Holder=#31. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.,2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;europe/keyword-matrix.csv;us/query-matrix.json
secure card vault,Kickstart,US,iOS,Kickstart=1,not-source-current-pending,US/iOS:90,US/iOS=#4,US/iOS=#3->#4 (dropped; 2026-08-01..2026-08-26),US/iOS=3/5,US/iOS=4/5,2026-08-01..2026-08-26,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,Kickstart US/iOS: Secure/offline card-vault intent; strong product fit,null,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,monitor,retain as a tracked signal without changing the proposed pack; rank or adjacent intent is informative but not a demand measure. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.,2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;kickstart/holder_keywords.json
secure card wallet,US_search_candidate,US,iOS,US_search_candidate=1,not-source-current-pending,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,US search=privacy_offline/high; role=direct,US public supply=47; Holder=unranked,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,keyword-test,"plausible future discovery candidate with product fit, but current evidence is not enough to add it to the full 99-byte pack. US public supply=47; Holder=unranked. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;us/query-matrix.json
secure keychain wallet,Kickstart;IN_CA_AU_search_candidate,US;IN;CA;AU,iOS,Kickstart=1;IN_CA_AU_search_candidate=3,not-source-current-pending,US/iOS:91,US/iOS=#178,US/iOS=#176->#178 (dropped; 2026-08-01..2026-08-26),US/iOS=4/5,US/iOS=5/5,2026-08-01..2026-08-26,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,"AU intent=Feature and copy fit, but crypto-wallet and Apple Wallet intent dominates; label=Conversion copy;CA intent=Feature and copy fit, but crypto-wallet and Apple Wallet intent dominates; label=Conversion copy;IN intent=Feature and copy fit, but the result set is sparse and wallet/password intent is mixed; label=Defend;Kickstart US/iOS: Secure/offline card-vault intent; strong product fit",AU public supply=184; public_pos=unranked; difficulty=60; barrier=34; Holder=not ranked;CA public supply=181; public_pos=unranked; difficulty=57; barrier=16; Holder=not ranked;IN public supply=15; public_pos=3; difficulty=21; barrier=0; Holder=#3,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,conversion-copy,wallet wording is mixed with crypto and Apple Wallet intent; use the privacy proof in conversion copy. IN public supply=15; public_pos=3; difficulty=21; barrier=0; Holder=#3. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.,2026-08-26,anglo-india/raw-query-matrix.csv;apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;kickstart/holder_keywords.json
secure notes card,US_search_candidate,US,iOS,US_search_candidate=1,not-source-current-pending,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,US search=biometric_vault/medium; role=adjacent,US public supply=48; Holder=unranked,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,reject,not a fit for current discovery targeting based on the observed intent mix. US public supply=48; Holder=unranked. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.,2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;us/query-matrix.json
secure vault cards,US_search_candidate,US,iOS,US_search_candidate=1,not-source-current-pending,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,US search=biometric_vault/high; role=direct,US public supply=45; Holder=#12,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,keyword-test,"plausible future discovery candidate with product fit, but current evidence is not enough to add it to the full 99-byte pack. US public supply=45; Holder=#12. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;us/query-matrix.json
